GRBID	z	logTa_best	logTa_min	logTa_max	logFa	logFa_min	logFa_max	Photonindex_plateau	Photonerror_max	Photonerror_min	Alpha_best	Alpha_min	Alpha_max	Tt	Tfinal	kplateau	dk	logTa_rescaled	logTaErr	logLumTa	logLumTaErr	Gold1	Gold2	EnergyFlux	EnergyFluxerr	phinprompt	phinprompterror	Epeak	Epeakerror	Kprompt	KPrompterror	logLpeak	logLpeakerr	Environment	Functionalform	Eiso	Eisoerror	DistanceLum	GRBID_1	Theta	ThetaErr
50318	1.44	4.132084541	4.088304205	4.175864876	-11.15470519	-11.21652488	-11.0928855	1.98	0.257	0.183	1.874408221	1.788501702	1.960314741	2.7	5	0.982318229	0.116830125	3.744694715	0.043780336	46.94729964	0.080558058	L	L	2.16e-7	1.01e-8	-0.805756	0.266856364	67.2495	9.878212121	0.707543397	0.069286435	51.29420569	0.0471	Wind	CPL	51.3	0.0471	28.5053	50318	12.760690335838593	0.18083844362775148
50319	3.24	3.73997	3.67804	3.8019	-10.7047	-10.7464	-10.6631	1.971	0.118	0.1	0.863159	0.828601	0.897717	2.56	6	0.958973023	0.091513573	3.112604143	0.06193	48.24574508	0.05875663	XRF	XRF	7.72e-8	9.55e-9	-0.107529	1.270084848	40.0123	6.370363636	0.635731039	0.180705554	51.65939212	0.1346	S	CPL	51.7	0.1346	28.9347	50319	11.434651912073242	0.46237993848314635
50401	2.9	3.12435	3.09602	3.15268	-9.65399	-9.67345	-9.63454	1.9995	0.256080554	0.221251554	0.984108	0.958047	1.01017	2	6	0.999319743	0.196726026	2.533285393	0.02833	49.19861387	0.087680807	L	L-G	1.1e-6	6.01e-8	-0.0665502	0.391551818	107.979	24.40133333	0.224291458	0.072924134	52.24443233	0.1432	ISM	CPL	52.2	0.1432	28.8768	50401	9.592993165668807	0.4121347791118019
60206	4.05	3.93814	3.8637	4.01258	-10.6316	-10.7022	-10.5611	2.265	0.20808652	0.182002747	1.17565	1.14698	1.20432	2	6.4	1.535932801	0.294017553	3.234848622	0.07444	48.75450576	0.109035668	XRF-IS	XRF-IS	2.01e-7	8.25e-9	-0.908684	0.234055758	81.7643	16.55839394	0.371942979	0.084113102	52.07375996	0.0998	N/A	CPL	52.1	0.0998	29.0503	60206	10.097091283009956	0.30246650124685115
60306	1.55	3.61496	3.57044	3.65948	-10.7056	-10.7405	-10.6706	1.76	0.24	0.22	1.03794	1.01296	1.06292	2.4	6	0.798785838	0.104230162	3.20841982	0.04452	47.38550305	0.066580064	SEE	SEE	4.7e-7	1.72e-8	-0.818999	0.222917273	111.534	35.1189697	0.538274019	0.088434677	51.59147614	0.0731	S	CPL	51.6	0.0731	28.5447	60306	11.670301014250295	0.25627623495218355
60526   3.21	3.8752	3.78304	3.96736	-11.305	-11.3729	-11.2372	1.93	0.156	0.095	1.05873	0.996411	1.12104	2.95	6	0.904274436	0.098868195	3.250917904	0.09216	47.61025074	0.082814756	T	T	1.3e-7	1.05e-8	-0.336058	0.510913333	89.7918	45.582	0.282806326	0.1574739	51.52396951	0.2443	N/A	CPL	51.5	0.2443	28.9299	60526	11.909376251073448	0.8741997283455344
60708	1.92	3.50569	3.44297	3.56842	-10.8688	-10.93	-10.8077	2.485	1.069824752	0.401621713	1.12969	1.10116	1.15821	2.27	6.2	1.681553475	0.803465575	3.040307149	0.062725	47.77426631	0.216333293	L-G-P	L-G	6.89e-8	7.96e-9	-0.844645	0.302002121	121.922	347.8896667	0.466831588	0.563402127	50.92501587	0.5265	ISM	CPL	50.9	0.5265	28.6591	60708	14.259103713617574	2.2590243454951873
60714	2.71	3.73449	3.68772	3.78125	-10.8586	-10.8938	-10.8234	1.87	0.15	0.14	1.20488	1.16958	1.24019	2.46	6.2	0.843298624	0.09715803	3.16511609	0.046765	47.84924226	0.06117704	L-G-P	L-G	9.13e-8	5.49e-9	-0.651006	0.467112424	80.8231	51.71736364	0.423637042	0.222552048	51.3692448	0.2296	S	CPL	51.4	0.2296	28.8413	60714	12.476117807361783	0.8610166459876499
60908	1.8836	2.81918	2.75925	2.87911	-9.62707	-9.67226	-9.58189	2.185	0.17613915	0.169189243	1.38309	1.33345	1.43273	1.5	6	1.216432397	0.134808877	2.359244983	0.05993	48.85498695	0.066016438	L	L-G	2.71e-7	1.49e-8	-0.274293	0.361500909	123.016	53.4069697	0.346779392	0.116485185	51.36936225	0.1478	Wind	CPL	51.4	0.1478	28.6489	60908	12.475677463795341	0.554265212916247
60927	5.6	3.15198	3.04355	3.26042	-10.7768	-10.8579	-10.6956	1.83	0.910823803	0.553827591	1.39098	1.2722	1.50977	1.68	5.2	0.725567015	0.607695178	2.332436064	0.108435	48.61474196	0.372683551	L	L-G	2.46e-7	1.07e-8	-0.285971	0.259095152	130.199	36.73636364	0.103144433	0.04002674	51.93612028	0.1696	Wind	CPL	51.9	0.1696	29.2158	60927	10.522958864538019	0.5356806302146878
70306	1.4959	4.86926	4.84102	4.8975	-11.2737	-11.3072	-11.2402	1.831	0.086	0.084	1.89982	1.83794	1.9617	2.7	6.1	0.856778592	0.040369952	4.472032819	0.02824	46.80976681	0.039255488	L-G-P	L-G	2.01e-7	8.99e-9	-1.18761	0.214595455	116.731	276.2137273	0.639264127	0.407557248	51.25954849	0.2776	N/A	CPL	51.3	0.2776	28.5257	70306	12.894322262170256	1.0758556022262793
70508	0.82	3.02525	3.01336	3.03714	-9.16118	-9.17197	-9.15038	1.764	0.037	0.036	1.37377	1.36042	1.38713	2	6	0.868206739	0.011501125	2.765178612	0.01189	48.28276817	0.012232339	L-G-P	L-G	2.24e-6	3.07e-8	-0.678584	0.093997273	213.491	43.08666667	0.570160107	0.031652256	51.6118819	0.0248	ISM	CPL	51.6	0.0248	28.203	70508	11.598989519336717	0.08652130779034303
70521	0.553	3.55243	3.50399	3.60087	-10.0125	-10.0615	-9.96348	1.98	0.808115091	0.513078941	1.44502	1.38882	1.50122	1.8	5.5	0.991234869	0.17468997	3.361258544	0.04844	47.0714055	0.090884585	L-G-P	L-G	8.71e-8	1.2e-8	-0.528335	0.164807273	184.342	61.55121212	0.66213534	0.053106407	49.84872572	0.0693	Wind	CPL	49.8	0.0693	27.9942	70521	19.725843911247694	0.41306818777738774
71117	1.3331	3.901990464	3.784827497	4.019153431	-11.23542972	-11.3364541	-11.13440533	1.94	0.34	0.32	1.104952391	1.015564589	1.194340193	2	5	0.950438453	0.161041884	3.53405711	0.117162967	46.76944258	0.124983697	L	L	1.04e-6	2.26e-8	-0.313757	0.143084455	143.397	19.47363636	0.422948032	0.038156769	51.66984542	0.0403	S	CPL	51.7	0.0403	28.4639	71117	11.398809747039778	0.137972894927036
80310	2.4266	4.326080559	4.2880938	4.364067319	-11.39909559	-11.44156902	-11.35662216	1.878	0.139	0.064	1.595906475	1.530630124	1.661182827	3	6	0.860491657	0.065190955	3.791217148	0.037986759	47.20124797	0.053726597	T	T	7.52e-8	8.93e-9	-0.718262	0.813071212	43.814	16.80633333	0.754567723	0.263836736	51.41946514	0.1604	ISM	CPL	51.4	0.1604	28.7832	80310	12.289247551763971	0.5922502128401452
80516	3.2	3.774528265	3.66347057	3.885585961	-11.12117508	-11.19897875	-11.04337142	2.48	0.6	0.54	0.940169156	0.855280798	1.025057514	2.8	5	1.991405303	0.987252068	3.151278975	0.111057696	48.13368457	0.228930889	IS	IS	1.22e-7	1.4e-8	-0.267739	0.763430303	71.2591	55.37118182	0.343117931	0.305696338	51.5760534	0.3901	N/A	CPL	51.6	0.3901	28.9282	80516	11.724491256153991	1.373972009631896
81221	2.26	2.931957486	2.900780835	2.963134137	-9.354590372	-9.379575872	-9.329604872	1.991	0.056	0.055	1.235861256	1.222999399	1.248723112	2.4	6	0.989420813	0.039328493	2.418739886	0.031176651	49.23122892	0.03036904	L-G-P	L-G	1.47e-6	2.46e-8	-0.786642	0.109054545	141.902	21.64121212	0.380389005	0.038129286	52.33887632	0.0441	N/A	CPL	52.3	0.0441	28.7456	81221	9.32499174100697	0.12346302110193991
90424	0.544	2.995990561	2.982595747	3.009385375	-9.050589497	-9.061846595	-9.039332398	1.924	0.039	0.039	1.128410598	1.122863712	1.133957485	2.3	6.5	0.967526359	0.00993367	2.807343265	0.013394814	48.00559854	0.012108029	XRF-N-E	XRF-N-E	5.81e-6	1.01e-7	-0.984222	0.11369	183.397	61.85060606	0.746039872	0.040384268	51.70735724	0.0247	N/A	CPL	51.7	0.0247	27.9856	90424	11.271118121111677	0.08361557052593473
90927	1.37	4.201218887	4.107976938	4.294460836	-11.67225839	-11.74852686	-11.59598991	1.92	0.21	0.19	1.130877409	1.056033438	1.20572138	3	6	0.933297564	0.097616133	3.826470541	0.093241949	46.35403031	0.088770625	SEE	SEE	1.18e-7	1.23e-8	-0.670153	0.618722121	55.1356	22.83960606	0.790955202	0.209388656	51.02813037	0.1235	N/A	CPL	51	0.1235	28.4785	90927	13.823558452503526	0.5136658715221428
91029	2.752	4.303689975	4.269465973	4.337913978	-11.34682089	-11.37245441	-11.32118737	2.064	0.1	0.096	1.121233681	1.094451657	1.148015706	2.8	6.3	1.088310505	0.085471504	3.729427145	0.034224002	47.48793508	0.042666318	L-G-P	L-G	1.09e-7	7.86e-9	-0.926139	0.393725758	53.1629	11.0969697	0.640799263	0.127707212	51.6419751	0.092	S	CPL	51.6	0.092	28.8494	91029	11.494623353109677	0.31776790726895976
050820A	2.612	3.750945731	3.512468203	3.98942326	-10.01825047	-10.28499148	-9.751509454	1.92	0.257	0.176	1.136499703	1.123974002	1.149025404	2.5	6	0.902360717	0.15205743	3.193197989	0.238477529	48.68028519	0.276598189	XRF-SEE	XRF-SEE	2.1e-7	1.79e-8	-0.188493	0.447262727	110.609	80.54530303	0.264490596	0.174736154	51.48861579	0.2893	N/A	CPL	51.5	0.2893	28.822	050820A	12.036543734295135	1.0460955199194588
050922C	2.198	2.52429	2.48998	2.55859	-9.4772	-9.50914	-9.44526	2.064	0.082	0.056	1.22035	1.20708	1.23363	1	6	1.07723938	0.052369677	2.019411541	0.034305	49.11609663	0.03828742	XRF-IS	XRF-IS	5.84e-7	1.74e-8	-0.889571	0.172227273	146.483	64.99424242	0.411797717	0.083993224	51.94233834	0.0895	N/A	CPL	51.9	0.0895	28.7309	050922C	10.50333575257564	0.2822321395727221
051016B	0.9364	4.25742	4.19925	4.3156	-11.5896	-11.635	-11.5443	1.73	0.17	0.16	1.14771	1.09917	1.19625	2.3	6.1	0.836587421	0.055284255	3.970424926	0.058175	45.98039251	0.05366828	L	L-G	7.49e-8	7.77e-9	-0.788688	0.648063636	44.9248	9.487848485	0.970433531	0.096938565	50.50897697	0.0625	S	CPL	50.5	0.0625	28.2741	051016B	16.162061895987733	0.30449716877185473
060912A	0.94	2.455171016	2.298606152	2.61173588	-10.10808621	-10.25550616	-9.960666254	1.615	0.437	0.28	1.045731532	1.016793746	1.074669317	1.5	6	0.774811992	0.111560548	2.167369286	0.156564864	47.43270728	0.160133778	SEE	SEE	5.88e-7	2.11e-8	-1.19628	0.203263636	86.3861	30.76787879	0.795925625	0.082919298	51.32190967	0.0478	S	CPL	51.3	0.0478	28.2762	060912A	12.654873739619909	0.1819738631932419
061222A	2.088	3.92091	3.89648	3.94535	-9.95369	-9.9768	-9.93058	1.86	0.13	0.12	1.35061	1.33254	1.36869	2.38	6.2	0.853975044	0.072945231	3.431232708	0.024435	48.48429227	0.043706316	L-G-P	L-G	7.33e-7	1.51e-8	-0.486808	0.128506667	225.828	69.03333333	0.268923089	0.040708328	51.80106517	0.0664	Wind	CPL	51.8	0.0664	28.7037	061222A	10.9583868077614	0.2183127007275664
080916A	0.689	3.60698	3.53348	3.68047	-10.7527	-10.8119	-10.6935	1.83	0.31	0.29	0.998947	0.972899	1.025	3	6.1	0.91475114	0.087173561	3.37935035	0.073495	46.52845036	0.072232549	XRF	XRF	2.51e-7	1.07e-8	-0.164148	0.270045758	138.254	39.04060606	0.603646588	0.073524941	50.5010602	0.056	S	CPL	50.5	0.056	28.1103	080916A	16.20066502460206	0.2736317596041527
090429B	9.4	3.19881	3.0754	3.37249	-10.9294	-11.1042	-10.7647	1.74	0.26	0.25	1.4371	1.35176	1.5339	1	5.4	0.543965469	0.196869504	2.181776661	0.148545	48.85570112	0.231343788	IS	IS	1.03e-7	9.e-9	-0.653292	0.529739091	56.0613	15.9840303	0.200600605	0.127414219	52.36480212	0.2784	Wind	CPL	52.4	0.2784	29.4751	090429B	9.252747270344518	0.7728812693014647
090516A	4.1	4.33113504	4.301419725	4.360850355	-11.27458086	-11.31237691	-11.23678481	1.502	1.32073313	0.362558961	1.760983139	1.70763155	1.814334727	3	6	0.444252676	0.369199244	3.623564864	0.029715315	47.58541712	0.362897031	L	L	1.42e-7	2.93e-8	2.82817	3.059932424	52.3451	7.946848485	0.162414684	0.129493059	51.57522314	0.3577	N/A	CPL	51.6	0.3577	29.0566	090516A	11.727415694112782	1.2599372197782777
100621A	0.542	3.641643859	3.581188784	3.702098934	-9.803161737	-9.844444214	-9.761879261	1.27	0.767219004	0.465859421	0.940793212	0.916615947	0.964970477	2.6	6.3	0.728951119	0.117962392	3.453559485	0.060455075	47.12620266	0.081507481	N-E	N-E	9.32e-7	1.77e-8	-0.945834	0.127078788	90.6319	8.845969697	0.84180295	0.023110723	50.96120641	0.0145	N/A	CPL	51	0.0145	27.9837	100621A	14.104681670304089	0.061551881207378936
100704A	3.6	3.625034952	3.57139558	3.678674325	-10.35197547	-10.39960993	-10.30434101	2.29	0.32	0.3	1.012942109	0.994802149	1.031082068	2.8	6.3	1.556681525	0.446321777	2.96227712	0.053639372	48.91829067	0.133318448	SEE	SEE	3.98e-7	1.39e-8	-0.565382	0.218560909	194.067	165.8166667	0.183176395	0.083534002	51.94068592	0.1986	ISM	CPL	51.9	0.1986	28.9894	100704A	10.508546932281504	0.6265621457699372
100724A	1.288	2.865025016	2.696096259	3.033953773	-10.67686549	-10.82429366	-10.52943732	1.83	0.27	0.17	1.112376912	1.047374043	1.17737978	2	6	0.868745317	0.095872193	2.505568996	0.168928757	47.25200428	0.155022926	S	S	1.07e-7	1.12e-8	0.037099	0.767824242	45.1547	5.724030303	0.886458943	0.084844777	50.96878575	0.0615	S	CPL	51	0.0615	28.4454	100724A	14.072555837512839	0.2602513443777879
100814A	1.44	5.227294768	5.191947631	5.262641906	-11.49332637	-11.53695273	-11.44970001	2.1425	0.276002264	0.241099564	1.765329405	1.681314236	1.849344573	2.8	6	1.135541603	0.15871906	4.839904942	0.035347138	46.67162931	0.074753707	SEE	SEE	2.74e-7	1.09e-8	0.407887	0.32669897	155.903	35.72393939	0.274937079	0.061084823	50.98677597	0.098	ISM	CPL	51	0.098	28.5053	100814A	13.996597925994568	0.41280358942290934
100816A	0.8	3.978012985	3.865998981	4.09002699	-11.55672426	-11.64347348	-11.46997504	2.09	0.34	0.31	1.044550126	0.997374972	1.09172528	2.8	6	1.054325051	0.122065707	3.72274048	0.112014004	45.94518974	0.100267646	SEE	SEE	1.61e-7	1.88e-8	-0.494233	0.162995758	153.042	33.26060606	0.590660817	0.04883805	50.45737776	0.0621	ISM	CPL	50.5	0.0621	28.1899	100816A	16.415352374745893	0.3072608363058161
100906A	1.727	3.940747677	3.900814362	3.980680993	-10.46986676	-10.51860984	-10.42112367	1.87	0.12	0.12	1.712200563	1.652860479	1.771540647	2.6	6	0.877729979	0.064039314	3.505062539	0.039933315	47.77785435	0.058136934	SEE	SEE	7.95e-7	2.17e-8	-1.00777	0.165867879	138.371	60.48424242	0.519414758	0.086390827	51.92002445	0.0732	ISM	CPL	51.9	0.0732	28.6026	100906A	10.573925859037	0.23234659278311712
110106B	0.618	3.872039463	3.81332506	3.930753867	-10.81420494	-10.85974849	-10.76866138	2.03	0.2	0.19	1.225198834	1.175307606	1.275090062	2	6	1.014540423	0.057694891	3.663060946	0.058714404	46.39675737	0.051809072	L	L	8.9e-8	1.55e-8	-0.515762	0.705016667	72.9586	185.2796364	0.839622629	0.794574529	50.07839711	0.4179	ISM	CPL	50.1	0.4179	28.0527	110106B	18.403476183530604	2.3222608476627458
110422A	1.77	3.500669708	3.471196996	3.530142421	-9.681672985	-9.705810392	-9.657535579	1.778	0.112	0.102	1.422398856	1.39961914	1.445178572	2	6	0.797571251	0.052696095	3.058189939	0.029472712	48.55072174	0.037496243	L	L	2.73e-6	5.87e-8	-0.680223	0.138376061	276.948	222.6066667	0.337122053	0.075041973	52.29463247	0.0971	Wind	CPL	52.3	0.0971	28.6157	110422A	9.44959200115612	0.27534521445823484
110503A	1.61	2.541665548	2.512777587	2.570553509	-9.082336001	-9.111334072	-9.05333793	1.687	0.061	0.059	1.146490626	1.140200712	1.15278054	1.9	6	0.740613324	0.025836638	2.125025041	0.028887961	49.01659764	0.032717392	L	L	2.79e-6	8.23e-8	-0.162546	0.201226364	130.196	19.38636364	0.361410161	0.047245684	52.23340253	0.0582	N/A	CPL	52.2	0.0582	28.5651	110503A	9.62479257445492	0.16807097288155204
110715A	0.82	2.611097194	2.575496314	2.646698075	-9.075883162	-9.099659691	-9.052106632	1.755	0.074	0.071	0.958535376	0.9489813	0.968089452	1.9	6	0.863540101	0.02272191	2.351025806	0.035600881	48.36572437	0.026380075	L-G	L-G	4.24e-6	4.75e-8	-0.984887	0.079349697	151.992	19.78060606	0.682459657	0.025423286	51.967082	0.0169	N/A	CPL	52	0.0169	28.203	110715A	10.425613060273864	0.0528695925597379
110731A	2.83	5.089520716	4.998817901	5.18022353	-12.08537383	-12.18279233	-11.98795534	1.39	0.47	0.21	1.423519273	1.312663972	1.534374574	4.5	6	0.440807269	0.121976456	4.506321942	0.090702815	46.3861844	0.154700433	L	L	8.91e-7	1.88e-8	-0.774482	0.132797576	135.193	24.08848485	0.32720573	0.044794293	52.2919804	0.0602	ISM	CPL	52.3	0.0602	28.864	110731A	9.457113709918524	0.1706730680370216
120729A	0.8	3.521384868	3.474090097	3.56867964	-10.29748949	-10.36655781	-10.22842117	1.645	0.161012422	0.134350288	2.263127344	2.133038862	2.393215826	2.3	5	0.811667694	0.042701164	3.266112363	0.047294772	47.09082824	0.072749282	D	D	1.93e-7	1.01e-8	-0.777151	0.315375758	64.9848	10.55963636	0.849042975	0.059439121	50.69255925	0.0379	N/A	CPL	50.7	0.0379	28.1899	120729A	15.292557451928465	0.17464127221065529
120802A	3.796	3.538384192	3.31782698	3.758941404	-11.17207165	-11.25010386	-11.09403944	1.91	0.31	0.2	0.542155161	0.423992871	0.660317451	2.4	4.3	0.868402119	0.210408292	2.857505018	0.220557212	47.89956468	0.131002677	L-G	L-G	2.08e-7	1.14e-8	-1.19407	0.3032	84.0564	281.3331818	0.478657428	0.752325065	52.13135026	0.683	ISM	CPL	52.1	0.683	29.0168	120802A	9.924084205053017	2.0340685942437395
120804A	1.3	2.56606	2.38804	2.74408	-9.76499	-9.93053	-9.59945	1.86	0.38	0.35	1.09546	1.05838	1.13255	2.17	6	0.889934622	0.163970093	2.204332164	0.17802	48.18430859	0.183865345	IS	IS	8.66e-7	2.86e-8	-0.978508	0.202497879	156.158	194.850303	0.565444674	0.188759823	51.68974061	0.1457	S	CPL	51.7	0.1457	28.4504	120804A	11.330905481640412	0.49574582765419034
120811C	2.67	3.159095907	3.074895606	3.243296209	-10.14322956	-10.19617642	-10.0902827	1.65	0.40607881	0.224610774	1.016132987	0.978131997	1.054133977	2.3	6	0.63440541	0.157643465	2.594429843	0.084200301	48.42537959	0.120206651	L-G-P	L-G	2.6e-7	1.1e-8	-1.01966	0.252895455	60.0747	8.017272727	0.618820989	0.08111594	51.97322724	0.0598	S	CPL	52	0.0598	28.8335	120811C	10.406399933488231	0.18686204234626275
121128A	2.2	3.23392922	3.204133652	3.263724787	-9.618411717	-9.64710174	-9.589721693	1.9455	0.127475488	0.106800047	1.545465839	1.513020838	1.57791084	2.2	5	0.938575744	0.077502971	2.728779242	0.029795568	48.91600556	0.045925957	L-G-P	L-G	1.04e-6	2.1e-8	-0.495255	0.136096061	107.708	9.817030303	0.374054392	0.035113467	52.15321282	0.0417	ISM	CPL	52.2	0.0417	28.7314	121128A	9.8591898104533	0.12335363306075633
130420A	1.297	3.56731	3.48196	3.65266	-10.8721	-10.9272	-10.8171	2.17	0.15	0.14	0.914676	0.885986	0.943367	2.8	6.2	1.151853826	0.084177875	3.206149005	0.08535	47.18675578	0.063543906	L-G	L-G	2.16e-7	1.07e-8	-1.03025	0.294732121	57.9559	9.424363636	0.820838498	0.071677982	51.24694609	0.0436	N/A	CPL	51.2	0.0436	28.4491	130420A	12.943263957546746	0.1696367396795036
131004A	0.71	3.19808	2.95348	3.44268	-10.0154	-10.3553	-9.67559	2.09	0.29	0.27	2.10218	1.82471	2.37965	2	4.5	1.049469085	0.095545029	2.96508389	0.2446	47.35731549	0.342147238	S	S	2.21e-7	1.06e-8	-0.851597	0.288836364	63.3739	9.28869697	0.881696138	0.048850421	50.64049484	0.0318	Wind	CPL	50.6	0.0318	28.1263	131004A	15.534225617135304	0.14885223609339868
131030A	1.29	2.84594	2.81837	2.87352	-9.29414	-9.31932	-9.26897	1.693	0.051	0.036	1.11188	1.10373	1.12003	2.5	6.2	0.77540841	0.016937741	2.486104518	0.027575	48.58703482	0.026903079	L-G-P	L-G	2.65e-6	4.61e-8	-0.584711	0.113286364	229.293	63.64	0.415626562	0.041193522	52.03424754	0.0437	N/A	CPL	52	0.0437	28.4462	131030A	10.217541069409293	0.13401308230297715
131117A	4.042	2.87134	2.74673	2.99595	-10.8393	-10.9216	-10.757	1.86	0.28	0.23	0.951056	0.9148	0.987311	2.2	5.5	0.797325405	0.199350546	2.168737159	0.12461	48.26003247	0.136249005	L	L-G	4.28e-8	6.5e-9	0.953613	1.275690606	53.7241	9.390878788	0.250954179	0.126059985	51.22824134	0.2279	S	CPL	51.2	0.2279	29.0492	131117A	13.016249912490567	0.8918678694500733
140206A	2.7	3.59073	3.5694	3.61205	-9.7298	-9.74279	-9.7168	1.672	0.117180416	0.073375745	1.22509	1.20954	1.24063	2.6	6.2	0.651073223	0.049187769	3.022528276	0.021325	48.86180876	0.035290123	L-G-P	L-G	1.69e-6	2.62e-8	-0.535721	0.107638182	115.633	9.167878788	0.310069686	0.027645762	52.49739817	0.0393	N/A	CPL	52.5	0.0393	28.8394	140206A	8.891952071288857	0.1048182711406443
140213A	1.208	3.829176603	3.760532714	3.897820491	-10.12566612	-10.18870194	-10.0626303	1.83	0.13	0.12	1.108879519	1.087133227	1.130625811	3.5	6.4	0.87401756	0.052446823	3.485177534	0.068643889	47.73692084	0.068210455	L	L-G	1.61e-6	3.25e-8	-1.45679	0.126369697	111.323	69.62454545	0.77670088	0.089931487	52.01763068	0.051	N/A	CPL	52	0.051	28.4109	140213A	10.268626447506875	0.15732610368030486
140430A	1.6	4.14388	4.01317	4.27459	-11.3621	-11.4482	-11.276	2.03	0.28	0.21	0.875171	0.791799	0.958544	3.6	5.2	1.029080148	0.146004834	3.728906652	0.13071	46.87302195	0.105876797	L	L-G	1.85e-7	1.21e-8	-0.790201	0.339014545	92.3218	76.52133333	0.57039962	0.243203909	51.24699193	0.1873	ISM	CPL	51.2	0.1873	28.5617	140430A	12.943085613983493	0.728938350369017
140506A	0.889	3.30686	3.23804	3.37568	-9.90438	-9.95954	-9.84922	1.9	0.423231615	0.327299557	0.948932	0.933362	0.964502	2.8	6.2	0.938375811	0.135744177	3.030628042	0.06882	47.65979038	0.083603454	L-G-P	L-G	8.67e-7	4.56e-8	-0.529779	0.365507273	100.377	33.35454545	0.664030721	0.105160732	51.35201177	0.0725	ISM	CPL	51.4	0.0725	28.2463	140506A	12.540899896135848	0.2731549956851426
140518A	4.707	3.77824	3.70812	3.84837	-11.3117	-11.4022	-11.2213	1.94	0.14	0.14	1.64981	1.46162	1.838	2.4	4.5	0.900773348	0.133116334	3.021832127	0.070125	47.99692232	0.11090664	S	S	5.98e-8	7.35e-9	0.252708	0.848900909	52.6871	9.799666667	0.268758851	0.123398388	51.56025953	0.2064	ISM	CPL	51.6	0.2064	29.1274	140518A	11.78024817567675	0.7304578424088316
141220A	1.3195	2.77561	2.71823	2.83298	-9.87283	-9.91528	-9.83037	2.1	0.26	0.12	1.42066	1.36992	1.47139	2	4.5	1.087775913	0.105386903	2.410215623	0.057375	48.17964378	0.059772844	L	L-G	8.12e-7	4.03e-8	-0.249077	0.347811515	128.642	50.33984848	0.439073601	0.110350303	51.56786165	0.1113	S	CPL	51.6	0.1113	28.4584	141220A	11.753377251476836	0.3928234253431944
150314A	1.758	2.49217	2.47632	2.50803	-8.6099	-8.62492	-8.59487	1.73	0.032	0.032	1.19079	1.18086	1.20071	2	6	0.76039552	0.014960982	2.051575738	0.015855	49.59450166	0.017284827	L-G-P	L-G	3.81e-6	6.06e-8	-0.465417	0.105857879	248.872	61.96484848	0.297269658	0.033002019	52.37722274	0.0487	N/A	CPL	52.4	0.0487	28.6121	150314A	9.218335586073618	0.13469012332439545
151029A	1.423	2.7098	2.59701	2.84531	-10.7664	-10.8566	-10.6619	2.25	0.43	-0.23	1.23481	1.16457	1.31059	2	4.6	1.24763731	0.066919216	2.325446586	0.12415	47.42669871	0.100098151	XRF	XRF	9.49e-8	1.18e-8	-0.455493	0.924927273	39.9104	8.529878788	0.955849171	0.143826706	51.05469971	0.0848	N/A	CPL	51.1	0.0848	28.4989	151029A	13.713525595620402	0.3499616538075321
151215A	2.59	3.06337	2.94749	3.17925	-10.7285	-10.8215	-10.6355	2.015	1.611839012	0.903119593	1.07478	1.00338	1.14617	2	5.5	1.019357251	0.992946595	2.508275551	0.11588	48.01408443	0.433144064	L	L-G	1.15e-7	1.23e-8	0.452103	0.749292727	65.2387	10.83154545	0.366410384	0.108482881	51.35831594	0.1368	S	CPL	51.4	0.1368	28.8175	151215A	12.517162131317004	0.5144348259796985
160227A	2.38	4.47751	4.43866	4.51636	-10.9957	-11.0263	-10.9652	1.679	0.097	0.095	1.10229	1.06795	1.13663	3.2	6.2	0.676422023	0.047930063	3.9485933	0.03885	47.47964693	0.043362434	L-G-P	L-G	4.88e-8	6.88e-9	1.99129	1.626028758	73.7237	14.236	0.234514138	0.1232319	50.70341821	0.2363	S	CPL	50.7	0.2363	28.7729	160227A	15.242634749496	1.0845834954119822
161108A	1.159	4.69106	4.50927	4.87285	-11.8136	-11.9471	-11.68	1.84	0.24	0.23	0.883711	0.802456	0.964967	2.8	6	0.884137024	0.096915677	4.356807358	0.18179	46.00947819	0.141781181	L	L-G	3.05e-8	5.31e-9	0.048462	1.608475758	35.9612	10.51606061	1.057184838	0.18998069	50.38441948	0.1087	ISM	CPL	50.4	0.1087	28.3887	161108A	16.78037539816782	0.5500111222893439
161219B	0.1475	4.0135	3.97509	4.05191	-10.1364	-10.1641	-10.1087	1.73	0.1	0.1	0.871656	0.862988	0.880324	3	7	0.963533398	0.008034447	3.953747306	0.03841	45.61580897	0.027935718	B	B	3.54e-7	1.9e-8	-0.851897	0.34230303	66.9895	14.78366667	0.98085982	0.020620378	49.30908918	0.025	N/A	CPL	49.3	0.025	27.3346	161219B	23.228417464614648	0.17637863578462581
170202A	3.645	3.77629	3.70764	3.84495	-10.6535	-10.6983	-10.6086	2.04	0.15	0.15	1.1958	1.13664	1.25495	2.4	6	1.063357819	0.148463251	3.109304282	0.068655	48.46411105	0.075419717	L-G-P	L-G	3.92e-7	1.79e-8	-0.491293	0.263834121	110.449	30.34242424	0.235227887	0.070227473	52.05593046	0.1312	S	CPL	52.1	0.1312	28.9958	170202A	10.151265063940755	0.39960227856758296
